content | chapter
Concerning Sun Jian's request someone advised Yuan Shu: "Sun Jian is the tiger of the east. If he takes the capital and kills Dong Zhuo, we'll be facing a tiger instead of a wolf. Deny the grain and watch his army fall apart." Yuan Shu, persuaded, sent no supplies. Sun Jian's men became uncontrollable, and word of it soon reached the government camp at the pass. Dong Zhuo's adviser, Li Su, plotted the next step with Hua Xiong. "Tonight," said Su, "I'll take a company of men by side paths down from the pass and strike from the rear. You attack their forward positions. Jian can surely be captured." Hua Xiong approved and ordered his men to be fed well in preparation for the action. | 005 Cao Cao Rallies the Lords with a Forged Decree; The 3 Brothers Engage Lii Bu in Battle 
The moon was bright and the breeze refreshing when Hua Xiong reached Sun Jian's camp. At midnight his men stormed in, howling and shrieking. Sun Jian donned his armor, leaped to horse, and took on Hua Xiong. As they tangled, Li Su struck from the rear, ordering his men to set fires wherever they could. Sun Jian's army fled, though some commanders skirmished individually. Zu Mao alone stuck by Sun Jian. The two dashed from the battleground, pursued by Hua Xiong. Xiong dodged two arrows and kept pace. Sun Jian shot a third, but drew so hard his bow split. He threw it aside and rode for his life. "Your red hood's a perfect target," cried Zu Mao. "I'll wear it." The men switched headgear and took flight by different roads. Xiong's soldiers spotted the bright color in the distance and gave chase. Sun Jian followed a side road and got away. Zu Mao, hard-pressed, hung the hood on a half-burned piece of timber and hid in a nearby copse. Catching the moonlight, the hood attracted Hua Xiong's men, and they circled it. No one dared advance, but after someone shot at it, they discovered the ruse and went for the headdress. At that moment Zu Mao came slashing out of the wood, wielding both his swords. But his object, Hua Xiong, uttering fierce cries, delivered a single fatal swordstroke that dropped Zu Mao from his horse. | 005 Cao Cao Rallies the Lords with a Forged Decree; The 3 Brothers Engage Lii Bu in Battle 
The slaughter continued until morning. Then Hua Xiong brought his men back to the pass. Sun Jian's remaining commanders, Cheng Pu, Huang Gai, and Han Dang, found their leader and rounded up their men. Sun Jian grieved over the loss of Zu Mao and sent a messenger to report to Yuan Shao. Stunned at the defeat of Sun Jian by Hua Xiong, Yuan Shao called the lords into session. Gongsun Zan reached the meeting late, and Yuan Shao invited him to sit among the lords. "The other day," Yuan Shao began, "General Bao Xin's younger brother ignored orders and advanced without authority. He himself was killed, and we lost many men. Now Sun Jian has been beaten. Our edge is blunted, our mettle dulled. What is our next step to be?" Not one of the lords replied. | 005 Cao Cao Rallies the Lords with a Forged Decree; The 3 Brothers Engage Lii Bu in Battle 
The war-ruler scanned the audience. Behind Gongsun Zan three extraordinary-looking strangers stood smiling grimly. Yuan Shao asked who they were. Gongsun Zan had Xuande step forward. "This is Liu Bei," he said, "magistrate at Pingyuan. We were fellow students and like brothers even then." "Not the one who helped break the Yellow Scarves?" asked Cao Cao. "The very one," answered Gongsun Zan. He told Xuande to salute Yuan Shao and Cao Cao and then proceeded to describe his protege's origins and accomplishments. "Since he belongs to a branch of the imperial family," Yuan Shao concluded, "let him come forward and be seated." But Xuande modestly declined. "It is not your name or rank I salute," insisted Shao, "but your lineage." With that, Xuande took his place at the end of the line. Lord Guan and Zhang Fei posted themselves behind him, hands folded on their chests. | 005 Cao Cao Rallies the Lords with a Forged Decree; The 3 Brothers Engage Lii Bu in Battle 
At this point a spy reported that Hua Xiong had brought his armored cavalry down from the pass, displaying Sun Jian's red headdress on the tip of a pole, and was at the camp's entrance mouthing taunts. "Who will go?" asked Yuan Shao. From behind Yuan Shu, Yu She, a commander known for bravery, stepped forward and volunteered. But Hua Xiong made short work of him. Alarm stirred the assembly. Governor Han Fu recommended his own champion commander, Pan Feng, and Yuan Shao urged him to the field. Pan Feng went forth with a huge axe, but the news came back swiftly of his death too at Hua Xiong's hands. The assembly began to panic. "It's a pity Yan Liang and Wen Chou, my own top generals, are not here," Yuan Shao said. "Either one could end our worries." | 005 Cao Cao Rallies the Lords with a Forged Decree; The 3 Brothers Engage Lii Bu in Battle 
At that, a voice from the back boomed, "I offer to present Hua Xiong's head to you personally." The assembled lords turned to the speaker, a man over nine spans, with a great beard flowing from rich ruddy cheeks. His eyes were like those of the crimson-faced phoenix, his brows like nestling silkworms, his voice like a tolling bell. He fixed his eyes directly on the audience. "Who is this man?” demanded Shao. "Guan Yu, sworn brother of Xuande," answered Gongsun Zan. "His position?" asked Shao. "Mounted archer under Xuande," was the reply. At that, the war-ruler's brother, Yuan Shu, burst out, "Are you trying to insult us? A mere archer! Have we no more commanders? What nonsense! Get him out of here!" But Cao Cao checked Yuan Shu: "Pray, hold your temper. This man has made his boast. He can't be a coward. Now let him make it good. You'll have plenty of time to condemn him if he fails." "But to send out an archer!" Yuan Shao said. "Hua Xiong will laugh in his sleeve!" "He doesn't look like an ordinary soldier," Cao Cao replied. "How is Hua Xiong going to know?" Finally, Lord Guan spoke: "If I fail, my head is yours." | 005 Cao Cao Rallies the Lords with a Forged Decree; The 3 Brothers Engage Lii Bu in Battle 
Cao Cao had a draft of wine heated for Lord Guan before he mounted. "Pour it," said the warrior, "and set it aside for me. I'll be back shortly." He leaped to his horse, gripped his weapon, and was gone. The assembly of lords heard the rolling of drums and the clamor of voices outside the pass, and it seemed as if the heavens would split open and the earth buckle, as if the hills were shaking and the mountains moving. The terror-struck assembly was about to make inquiry when the jingling of bridle bells announced Lord Guan's return. He entered the tent and tossed Hua Xiong's head, freshly severed, on the ground. His wine was still warm. A poet of later times sang Lord Guan's praises: His might sufficed to hold in place the frames of sky and land. The painted war drums charged the air at the chieftains' field command. The hero put the cup aside to slake his combat lust: Before the wine had time to cool, Hua Xiong lay in the dust. | 005 Cao Cao Rallies the Lords with a Forged Decree; The 3 Brothers Engage Lii Bu in Battle 
Cao Cao was elated by Lord Guan's display of prowess. "My brother has taken Hua Xiong's head," cried Zhang Fei, stepping forward. "What are we waiting for? Let's break through the pass and take Dong Zhuo alive!" But Yuan Shu was enraged. "Even I," he bellowed, "a district governor, do not presume upon my position. How dare this magistrate's underling flaunt his powers before us! Drive the lot of them from our presence!" "The meritorious must be rewarded without regard to status," Cao Cao cautioned Yuan Shu. "Since you are so impressed with a mere magistrate," Shu retorted, "I announce my withdrawal." "Are we going to jeopardise our cause," Cao asked, "on account of a few words?" He ordered Gongsun Zan to take Xuande and his brothers back to camp. The assembly adjourned. Cao quietly sent meat and wine to cheer the three heroes. | 005 Cao Cao Rallies the Lords with a Forged Decree; The 3 Brothers Engage Lii Bu in Battle 
Hua Xiong's subordinates reported the defeat, and Li Su sent an emergency appeal to the capital. There an agitated Dong Zhuo consulted Li Ru, Lü Bu, and others. "Their position is now greatly strengthened," Li Ru commented. "Yuan Shao commands the confederates, and his uncle, Yuan Wei, remains imperial guardian. If they coordinate their efforts, we could be in serious trouble. Get rid of Yuan Wei first; then, Your Excellency, lead the army yourself and root out the rebels one by one." Dong Zhuo approved Li Ru's proposal. On the prime minister's order, generals Li Jue and Guo Si surrounded Yuan Wei's home with five hundred men, put every member of the household to death regardless of age, and sent the imperial guardian's head to the pass, where it was exhibited. | 005 Cao Cao Rallies the Lords with a Forged Decree; The 3 Brothers Engage Lii Bu in Battle 
Then Dong Zhuo led two hundred thousand men in two field armies against the confederate lords. The first army, fifty thousand under Li Jue and Guo Si, was to hold the line at the Si River and not engage in combat. Dong Zhuo himself led the second, a force of one hundred and fifty thousand, to guard Tiger Trap Pass, located some fifty li from Luoyang. Among his chief counsellors and commanders were Li Ru, Lü Bu, Fan Chou, and Zhang Ji. Dong Zhuo ordered Lü Bu to place thirty thousand in front of the pass, while he posted himself behind it. Swift runners brought the news to Yuan Shao, who convened his council. "Dong Zhuo is positioned at Tiger Trap," said Cao Cao, "intersecting our central corps. We should move half our men to engage him." Shao accordingly ordered eight of the lords— Wang Kuang, Qiao Mao, Bao Xin, Yuan Yi, Kong Rong, Zhang Yang, Tao Qian, and Gongsun Zan— to the pass. Cao Cao moved between them in support activity. | 005 Cao Cao Rallies the Lords with a Forged Decree; The 3 Brothers Engage Lii Bu in Battle 
The eight lords mustered their men as Yuan Shao had directed. Wang Kuang, governor of Henei, reached the pass first, and Lü Bu rode out with three thousand armored shock cavalry. Wang Kuang deployed horsemen and foot soldiers into line and guided his horse to the bannered front of the formation. He watched Lü Bu emerge from the opposing ranks. A three-pronged headpiece of dark gold held his hair in place. His war-gown was of Xichuan red brocade with a millefleurs design. Armor wrought of interlocking animal heads protected his torso. A lion-and-reptile belt that clinked and sparkled girt his waist and secured his armor. A quiver of arrows at his side, a figured halberd with two side-blades clenched in his hand, Lü Bu sat astride Red Hare as it neighed like the roaring wind. Truly was it said: "Among heroes, Lü Bu; among horses, Red Hare." Wang Kuang turned to his line and shouted, "Who dares fight him?" From the rear a rider galloped forth, spear held high. It was Fang Yue, a celebrated general from Henei. The warriors clashed; the warriors closed. Lü Bu dropped Yue with a stroke of his halberd and charged ahead. Kuang's army scattered. Bu pressed the slaughter, moving freely as if unopposed. Only when Qiao Mao and Yuan Yi arrived in time to save Wang Kuang did Lü Bu pull back. The forces of the three lords withdrew thirty li and made camp. Then the remaining five contingents joined them. Everyone agreed Lü Bu was a hero no one could match. | 005 Cao Cao Rallies the Lords with a Forged Decree; The 3 Brothers Engage Lii Bu in Battle 
The eight lords were deliberating their next move when it was reported that Lü Bu had come to provoke them to battle. Moving as one man, the eight lords mounted and with their host divided into eight fighting squadrons rode to high ground. They watched Lü Bu's massed force hurtling toward them under gorgeous multicolored flags rippling in the air. Mu Shun, a brigade leader under Zhang Yang, governor of Shangdang, hoisted his spear and went forth to give battle, only to be slain with a casual pass of Lü Bu's blade. A wave of consternation stirred the lords. Next Wu Anguo, a brigade leader under Kong Rong, governor of Beihai, charged out on horseback swinging an iron mace. Lü Bu flourished his weapon and urged his mount on. After ten bouts Lü Bu cut off Wu Anguo's hand, and the mace fell to the ground. Men from the eight armies saved Wu Anguo as Lü Bu retired to his line. Regrouped at camp, the lords again took counsel. "Lü Bu has no match," said Cao Cao. "Let us assemble the whole body of eighteen lords to form a sound plan. If we can capture him, Dong Zhuo will be easily defeated." | 005 Cao Cao Rallies the Lords with a Forged Decree; The 3 Brothers Engage Lii Bu in Battle 
As they conferred, Lü Bu returned to sound the challenge, and the eight lords answered it. Gongsun Zan thrust his spear into the air and took on Lü Bu, only to flee after a brief clash. Lü Bu gave Red Hare free rein and came pounding after Gongsun Zan. The horse's great speed and stamina brought him close behind. Lü Bu leveled his halberd, aiming for the centre of Gongsun Zan's back. To the side of the action stood a single warrior, his eyes rounding, his whiskers bristling. Holding high his eighteen-span snake-headed spear, he flew at Lü Bu, shouting mightily, "Stay! Bastard with three fathers! Know me for Zhang Fei of Yan!" Lü Bu veered from Gongsun Zan to confront the new challenger. Zhang Fei's fighting spirit flashed at this welcome chance. The two crossed and tangled more than fifty times. | 005 Cao Cao Rallies the Lords with a Forged Decree; The 3 Brothers Engage Lii Bu in Battle 
Lord Guan, seeing that neither could best the other, urged his horse forward and, flourishing his crescent-moon blade, Green Dragon, attacked from another side. The three horsemen formed a triangle. They fought another thirty bouts, but Lü Bu was unconquerable. Then Xuande, clenching his matching swords, angled into the field on his tawny-maned horse, and the three brothers circled Lü Bu like the figured shade of a revolving lamp. The warriors of the eight lords stood transfixed. Soon Lü Bu could no longer fend off his enemies. Eyeing Xuande squarely, he feinted at him with the halberd. In dodging the thrust, Xuande opened a corner of the trap, and Lü Bu made good his escape, letting his weapon hang behind him, but the brothers would not let up. They gave chase, and the warriors who were witnessing the spectacle swept after them onto the field with a roar that shook the ground. Lü Bu's army broke and ran for the pass with the three brothers still leading the pursuit. | 005 Cao Cao Rallies the Lords with a Forged Decree; The 3 Brothers Engage Lii Bu in Battle 
A poet of later times described the contest thus:  The house of Han approached its Heaven-destined end;  Deep in the west its fiery sun had bent.  Dong Zhuo deposed the rightful Emperor  And filled the feeble prince with dreams of fear.  So Cao Cao sent his writ to all the lords,  Who summoned up ten thousand righteous swords,  Elected Yuan Shao to their league's command,  And swore to stay the house and calm the land.  Dong Zhuo's man, Lü Bu, warrior without peer,  Far surpassed the champions of his sphere:  In armor clad, a dragon etched in scales,  His headpiece fledged with gallant pheasant tails,  His jagged jade belt scored with lion jaws,  A phoenix spread in flight; his surcoat soars.  His chafing charger stirred a fearsome wind,  In every eye his halberd's piercing glint.  No lord could face his call to brave the field:  Their hearts went faint, their senses reeled.  Then Zhang Fei made his way into the list,  His giant snake-head lance fast in his fist.  His beard stuck out, defiant strands of wire;  The circles of his eyes shot angry fire.  They fought their fill. The contest undecided,  Before his line Lord Guan no more abided:  His dragon blade as dazzling as fresh snow,  His war coat, parrot-hued, aswirl below.  His pounding horse aroused the dead to howl.  Blood would flow before his dreadful scowl.  With double swords Xuande now joins the fight.  The crafty owl will show his zeal and might.  The brothers circle Lü Bu round and round.  He fends, he blocks, too skillful to be downed.  The hue and cry set sky and land ajar;  The bloodlust sent a shudder through the stars.  His power spent, Lü Bu found an out  And rode for safety to his own redoubt,  His mighty weapon trailing at his back,  His gilded five-hued streamers all awrack.  Riding hard, he snapped his horse's rein,  Hurtling up to Tiger Trap again. | 005 Cao Cao Rallies the Lords with a Forged Decree; The 3 Brothers Engage Lii Bu in Battle 
The brothers chased Lü Bu to the gateway to the pass. There they saw the blue silk command canopy fluttering above. "Dong Zhuo himself!" cried Zhang Fei. "Why bother with Lü Bu now? Let's get the chief traitor and root out the whole faction." The brothers started toward Dong Zhuo. Indeed: "To catch a thief, you have to catch his chief." But who, in fact, had the genius to do so? | 005 Cao Cao Rallies the Lords with a Forged Decree; The 3 Brothers Engage Lii Bu in Battle 
Zhang Fei raced ahead to the pass, but volleys of stones and arrows forced him back. The eight lords hailed the victory of the three brothers and reported it to the war-ruler. Yuan Shao called on Sun Jian to renew the attack. Before going into battle, Sun Jian, attended by Cheng Pu and Huang Gai, visited Yuan Shu in his camp. In a hostile gesture Jian traced a line on the ground with a stick and said to Yuan Shu, "Between Dong Zhuo and me there is no enmity. I have risked death by stone and arrow in this war, not only in the cause of the Han, but also to avenge your own house. Yet you gave ear to slanders and denied me vital rations, causing me to suffer a grave defeat. Where is your conscience?" Yuan Shu, taken aback, made no reply, but by way of apology he executed the man who had urged him to hold back the supplies. | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
At that point a messenger announced that an enemy commander had come to see Sun Jian. Sun Jian took leave of Yuan Shu and returned to his quarters, where he received the visitor, Li Jue, one of Dong Zhuo's trusted commanders. "What is your business?" asked Sun Jian. "You are among those the prime minister most admires," began Li Jue. "He has sent me in hopes of forming a new relationship— by joining his daughter and your son, General, in marriage." "The renegade!" Sun Jian cried in outrage. "Violating Heaven's canons, he has wrought havoc on the royal house. I am determined to destroy the nine branches of his clan to satisfy the indignation of the empire. Do you think I would debase myself in such a relationship? I spare you only to speed you with my reply: surrender the pass in time and save your skins. Delay and I'll destroy you all." Li Jue scurried, shamefaced, off to Dong Zhuo and reported Sun Jian's refusal. | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
Incensed, Dong Zhuo turned to Li Ru, who said, "Lü Bu's recent defeat has demoralized the men. I suggest you recall them to Luoyang and move the Emperor to Chang'an. This would be in keeping with the children's song that has been going around lately: There once was a Han in the west, And now there is one in the east. If only the deer will flee to Chang'an, The world will again be at peace. I take it that the words 'a Han in the west' refer to the founder of our dynasty, the Supreme Ancestor, who inaugurated the first of twelve consecutive reigns in Chang'an, the western capital. The words 'a Han in the east,' however, refer to the founder of the Later Han, who inaugurated another twelve glorious reigns in Luoyang, the eastern capital. Now the spheres of Heaven which hold men's fortunes have circled back to their starting positions. Thus, Your Excellency, if you transfer the court to Chang'an, all will be well." Delighted with Li Ru's proposal, Dong Zhuo said, "You have shown me the way." Immediately, he led Lü Bu back to Luoyang to decide how to move the capital. | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
Dong Zhuo assembled the civil and military officials in the great hall of the palace and declared: "For Luoyang, eastern capital of the Han during the last two hundred years, the allotted span of time now draws to a close. But in Chang'an I can see a reviving spirit and thus shall convey the royal presence to the west. Let each of you make the necessary preparations." Minister of the Interior Yang Biao objected: "The whole Guanzhong region is devastated. We will throw the common people into panic if we abandon the imperial family temples and mausoleums here for no good reason. It is easy enough to disturb the peace of the realm; nothing is harder than preserving it. I only hope that the prime minister will reflect carefully." Angrily, Dong Zhuo shot back, "Are you going to stand in the way of the dynasty's plan for survival?" | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
Grand Commandant Huang Wan said, "I agree with Minister of the Interior Yang. At the end of Wang Mang's usurpation, in the reign period Recommencement [Geng Shi, ce 23–25], the Red Eyebrow rebels burned Chang'an, reducing the city to rubble. After the exodus, of every hundred inhabitants only one or two remained. So I would question the wisdom of abandoning this city of palaces and dwellings for a wasteland." To this objection Dong Zhuo replied, "Here, east of the land within the passes, rebellion is rife. Anarchy is loose in the land. Chang'an, however, is well protected by the forbidding Yao Mountains and Hangu Pass. What's more, it is close to the region west of the Longyou Hills, where timber, stone, brick, and tile are readily obtainable. A new palace shouldn't take more than a month to construct— so enough of your absurd arguments." At this point Minister of Works Xun Shuang also protested: "If the capital is moved, the population will be thrown into commotion." "I am planning for an empire!" Zhuo bellowed. "I can't be bothered about the ruck." That day he deprived the three critics of rank, reducing them to commoner status. | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
As Dong Zhuo left the palace in his carriage, he noticed Zhou Bi, now the imperial secretary, and Wu Qiong, commandant of the City Gates, saluting from the roadside. Dong Zhuo asked their business. "They say," responded Zhou Bi, "that the prime minister plans to move the capital to Chang'an, so we have come to state our objections.” Outraged, Dong Zhuo retorted, "Once before I listened to you two, when you advised me to put Yuan Shao in office. Now he has rebelled! And you are part of his faction!" He had the two beheaded outside the city gates. The following day he ordered the transfer of the capital to begin. | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
Li Ru came to suggest a measure. "We are short of funds and food," he said to Dong Zhuo, "and Luoyang has many rich householders. Any that we can link to Yuan Shao and the other rebels should be executed along with their clans and factions. We'll reap a fortune from the property we confiscate." Dong Zhuo approved, and on his authority five thousand crack troops raided several thousand of the wealthiest houses. The soldiers put signs on the topknot of each captive reading "Traitor and Rebel." Then they executed whole families and seized their goods. At the same time Li Jue and Guo Si began the forced evacuation of Luoyang's millions. Military squads interspersed among the people drove them, pushing and pulling, on toward Chang'an. Untold numbers fell by the wayside. The soldiers were free to rape and plunder. The cries and outcries of the people resounded between Heaven and earth. Stragglers were pressed forward or killed outright by an army unit of three thousand that followed behind. | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
When Dong Zhuo was ready to leave the city he ordered all dwellings— in addition to the ancestral temples and imperial quarters— burned to the ground. The northern and southern palaces went up in flames, and all the chambers of the Palace of Lasting Happiness were reduced to ashes. On Dong Zhuo's orders Lü Bu dug up the crypts of former emperors and empresses and looted their treasures. Dong Zhuo's soldiers despoiled the tombs of officials and civilians alike and loaded the gold and jewels, silks, and other valuables onto several thousand carts; then Zhuo forced the Emperor and his women to leave for Chang'an. (This occurred in April, ce 190.) | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
As soon as Zhao Cen, Zhuo's commander, learned that Luoyang had been abandoned, he surrendered the barrier at the River Si. Sun Jian rushed in to occupy it. Xuande and his brothers cut through Tiger Trap Pass, and the lords followed. Sun Jian rode on ahead to Luoyang. He saw flames in the sky and thick smoke covering the ground— for two or three hundred li no fowl, no dogs, no sign of human life. Sun Jian ordered the fires put out and told the lords to pitch their camps in the wasteland. | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
Meanwhile Cao Cao came to Yuan Shao and said, "The traitors' flight offers a perfect opportunity to attack their rear. Why are you holding back?" "The men are fatigued," Yuan Shao replied, "I doubt it would be to our advantage." "Dong Zhuo has destroyed the imperial dwellings and abducted the Emperor," said Cao. "People everywhere are in shock, uncertain where their allegiances belong. It is the final hour for this criminal. We can gain control in a single battle. Why wait?" But the leaders of the confederation, too, were reluctant to act. "Who can work with such worthless men!" Cao cried angrily. Attended by only his six commanders— Xiahou Dun, Xiahou Yuan, Cao Ren, Cao Hong, Li Dian, and Yue Jin— he led some ten thousand men in pursuit of Dong Zhuo. | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
Dong Zhuo reached Yingyang, where Governor Xu Rong received him. Li Ru cautioned Dong Zhuo, "We are hardly out of Luoyang and must guard against pursuit. Have the governor place an ambush by that row of hills that screens the city. If Yuan Shao's men come, let them through. Wait till I strike, then cut them off and surprise them from behind. That way nobody will dare follow them." Dong Zhuo agreed and sent Lü Bu with his best men to cover the rear. Lü Bu was moving into position when Cao Cao's troops arrived. "Just as Li Ru foresaw," said Lü Bu with a laugh and deployed his forces. Cao Cao rode into the open, shouting, "Traitor! You have violated the Emperor's person and driven the people from their homes. Where do you think you're going?" "Coward turncoat!" swore Lü Bu in reply. "How dare you!" Xiahou Dun raised his spear and charged Lü Bu. As the warriors came to grips, Li Jue swung his contingent in from the left. Cao Cao commanded Xiahou Yuan to counter Li Jue. To the right more yells rang out as Guo Si and his company joined the battle. Cao Cao answered by sending Cao Ren to check Guo Si. But the three armies overpowered Xiahou Dun and drove him back to his lines. Then Lü Bu's crack armored cavalry fell upon Cao Cao's force, inflicting a heavy defeat and beating it back toward Yingyang. | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
Near the second watch the fleeing soldiers reached a barren hill. The moon rose bright and full. The scattered forces had barely reorganised and begun digging holes in the ground to cook their evening meal when fierce shouts erupted on all sides of them. Governor Xu Rong's ambush was sprung. Cao Cao laid the whip to his horse and fled blindly, only to run into Xu Rong himself. Cao turned sharply away, but Xu Rong shot him in the upper arm. Cao rode for his life over the slopes of the hill, the arrow fixed in his flesh. Two soldiers lying in wait hurled their spears, hitting Cao's horse. Cao rolled off the stricken beast, and the two men seized him. But at that moment Cao Hong raced over, cut down the two captors, and helped Cao Cao to his feet. "My fate is sealed," said Cao. "Save yourself, good brother." "Get on my horse," Cao Hong answered. "I can go by foot." "How will you manage when the rebels catch up?" asked Cao Cao. "The world can do without Cao Hong," was the reply, "but not without you, my lord." "If I survive," said Cao, "it will only be by your sacrifice.” So saying, Cao Cao mounted. | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
Hong removed his armor and outer garments and let his sword hang behind him as he hurried after the escaping Cao Cao. Toward the fourth watch they came to a wide river. Hearing the harsh yells of the pursuers, Cao Cao said, "We will die here." Cao Hong helped him down, removed his war gown and helmet and waded across, bearing Cao Cao on his back. As they crawled ashore, Lü Bu's men arrived on the other side and fired arrows across the water. Cao Cao, drenched, continued his flight. Dawn broke. He travelled another thirty li before stopping at the foot of a low hill. Suddenly a party of soldiers charged up. It was Governor Xu Rong again; he had crossed upstream and kept up the chase. Cao Cao was panic-stricken, but Xiahou Dun, Xiahou Yuan, and several dozen horsemen arrived at the same moment. "Hands off our lord!" Xiahou Dun cried. Xu Rong started to attack, but Xiahou Dun felled him with a stroke of his blade, and killed or scattered his men. | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
Soon after, Cao Ren, Li Dian, and Yue Jin caught up with Cao Cao, a reunion that brought both joy and dismay. Some five hundred of them regrouped and returned to Henei district. Dong Zhuo's armies proceeded toward Chang'an. | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
When the confederacy under Yuan Shao moved into the abandoned capital of Luoyang, Sun Jian, having put out the fires in the imperial grounds, established headquarters inside the city wall on the site of the Hall of Paragons. He ordered the rubble cleared from the palace precincts and all the sacred tombs that had been opened by Dong Zhuo resealed. Where the royal ancestral temple had stood Sun Jian had three crude halls built and then invited the lords to set up the tablets of the deceased emperors and to perform the grand sacrifice of three animated beasts. After the ceremony all dispersed, and Sun Jian returned to his camp. | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
The moon shone and the stars sparkled as he sat in the open, his hand on his sword, studying the heavenly pattern. He saw a whitish aura enveloping the circumpolar stars. "The imperial star is dim," he sighed. "Traitors have wrecked the dynasty and cast the people into misery. The capital lies in ruin." As he spoke, tears crept from his eyes. A soldier drew Sun Jian's attention to a rainbow-like light coming out of a well to the south of the Hall of Paragons. Sun Jian told his men to go down with a torch and find the source. They fished up a woman's body, still preserved. She was dressed as a lady of the palace, and round her neck hung a small brocade pouch. Inside the pouch they found a vermillion box with a gold lock, and inside the box a jade seal, three or four inches around. The top was formed of five intertwined dragons. A gold inlay filled a chip on one corner. Eight characters in ancient seal script read: "By Heaven's mandate: long life and everlasting prosperity." | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
Sun Jian asked his adviser, General Cheng Pu, about the stone treasure. Cheng Pu replied, "This is the seal of state. It confirms the devolution of authority from ruler to ruler. Long ago Bian He spied a phoenix perched on a rock in the Jing Mountains. He presented the rock to the King of Chu. They broke it open and found this jade. In the twenty-sixth year of the Qin dynasty the First Emperor ordered a jade cutter to carve the seal; and Li Si, the First Emperor's prime minister, personally inscribed those eight words in seal script on its bottom surface. Two years later, when the Emperor was touring the Dongting Lake, high waves nearly engulfed his boat. He threw the jade into the water, and the waves subsided. Eight years after the incident, while in Huayin the Emperor came upon someone on the road holding out the seal to the royal attendants. 'I am returning this to His Majesty,' the man said and then disappeared. The following year the First Emperor died. Later Ziying, grandson of the First Emperor, presented the seal to the Supreme Ancestor. Two hundred years later, when Wang Mang usurped the dynasty, the mother of the dethroned ruler struck two of the rebels, Wang Xun and Su Xian, with the seal and chipped the corner. The break was later filled in with gold. Guang Wu obtained the jade in Yiyang, and it has been transmitted through succeeding reigns until this day. Recently, the deposed Emperor Shao was forcibly taken to the Beimang burial grounds during the upheaval caused by the Ten Eunuchs, and on the way back home he lost the treasured seal. If Heaven has placed it in your hands, it means that the throne is destined to be yours. But now we must not remain in the north too long. Let us return to our homeland southeast of the Yangzi and set our course from there." | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
"My thinking exactly," responded Sun Jian. "Tomorrow I shall take my leave, pleading ill health." Having reached this decision, Sun Jian imposed a vow of silence on the soldiers who had recovered the seal. One of those present, however, was a townsman of Yuan Shao's, who, anxious to advance himself, slipped away from Sun Jian's camp and reported what he had seen to the war-ruler. Shao rewarded the informer generously and hid him in the army. | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
