sentence,remark
生命应该是一种平衡而协调的过程。重点并不在于你赚了多少钱，而是你整体的快乐程度。,
红楼梦里的刘姥姥在说话时，就算表达不同意见或提出建议时，也是使用正向与鼓励性的语言，这样即可大大减少对方的防御心态，也使得对话更具有建设性，深层次拉近了彼此之间的距离。,
在我们创业初期，公司可用的资金并不多，一切都要想办法先活下来。马云也教导大家，只要还能再活一天，就还有机会去创造。所以我们一直有这种「活着就有希望」的本能，也促使我们不断去克服失败。(蔡崇信),
销售的本质是“与客户共同解决问题”。金牌销售员善于通过提问引导客户发现需求，而非强行推销。这启示我们：人际交往中，理解对方的真实需求比急于输出观点更重要。,
阿里巴巴联合创始人、董事局主席蔡崇信回忆起加入阿里巴巴和初见马云的情景时称，马云极具个人魅力，当时就被马云吸引了，听他讲了大概一个小时。蔡崇信回忆称，马云谈到阿里巴巴的愿景，当时自己也不完全理解。马云说，创办一家公司并不真的需要一个商业计划，而只需要前进。,
2023《睡眠健康》期刊上发表的一项研究显示，经常午睡的人，与较大的总脑容量之间存在因果关系，午睡减缓大脑随着年龄增长而萎缩的速度，从而有助于保持大脑健康。 具体说，经常午睡的人，总脑容量更大，相当于脑容量衰老减缓2.6~6.5年。,
高中时期，河村勇辉在每次球队训练结束后都会加练600次投篮，苦练摆脱高个子球员撤步三分技能。,
面对身高劣势，河村勇辉通过自我挑战来弥补。在小学四年级经历失败后，他决定每天至少完成500次投篮训练，到了小学六年级，这一数字增加到1000次。,
河村勇辉出生于日本山口县柳井市，父亲是一名教师，是迈克尔乔丹狂热粉丝。6岁那年，父亲在院子里安装了架，自此河村勇辉走上了篮球之路。,
初中时河村勇辉成为校队首发，但受限于身材矮小，曾一度考虑过放弃篮球梦想。在迷茫时刻，日本高中篮球名校福冈一中教练井手口孝抛出橄榄枝，在井手口孝和父亲河村吉一鼓励下，河村勇辉萌生了走向职业的念想。,
乔布斯的孩子从未用过iPad，Twitter创始人没有给两个儿子买过平板电脑，游戏设计师对“魔兽世界”避之不及，很多硅谷巨头根本不让自己的孩子靠近电子设备。,
根据韩国弘益大学建筑系教授刘贤俊分析，越是生活在狭窄的房子里，看电视的时间就越长；越是在拥挤的地下铁里，就越会长时间看Netflix。某方面来看，越是收入低的人群，渐渐地越被推挤到网络空间。,
韩国学者刘贤俊提出一个线上空间和线下空间理论：穷人越来越沉溺于线上生活，一根网线，一台电脑，一个手机，构成了大多数穷人娱乐的全部。刷抖音、看网剧，搜美女看大腿，或者各种游戏世界里打打杀杀，称王称霸。而富人们正在一点点从线上抽离，回归现实生活，健身旅游陪孩子，看书研学社交，享受真实世界的舒适和惬意。,
不知不觉三年下来，我大概试驾了 170 多辆车。前几天我整理了一下笔记和资料，居然有 20 多万字。(雷军),
愿你任何时候都拥有勇往直前的决心和披荆斩棘的勇气。,
勇气并非没有恐惧，而是面对恐惧的时候依然坚定不移。勇气来自于坚定的信念，奔涌不息的热情，还有每一步的脚踏实地。,
本来化学结构没有差异的物品，做成心智上有差异化的商品，就很难证伪了，农夫、茅台和可乐都是如此。(@余生的江湖),
对于许多较为内向、思维较为缜密的人来说，遇到困难时最需要克服的一点就是「过度思考」——也就是把大量的精力耗费在对问题和困难的思考和分析上，却忽略了最关键的行动本身。不妨问自己：要解决这个问题，我当下最需要去做的一件事是什么？,
打败项目拖延的方法是偶尔停下来问自己：「我正在做我最想做的事吗？」,
从小我父母就一直鼓励我去追我的梦想。他们会说：“大不了就是你不成功，但是不能不去追求你的梦想。不能放弃，去试试看。” —— JeremyLin 林书豪,
我们对什么有着「过分的」好奇心，「过分」到其他大多数人会觉得无聊的程度？那就是我们所要寻找的事。,
苏炳添说为追求梦想与目标，一直严格要求自己，形成固定的生活节奏，每天10点(22点)到10点半(22点半睡觉)，起床也不需要闹钟。,
2014 年 9 月，数学家张益唐获得了该年度的麦克阿瑟奖（俗称天才奖）。在获奖感言中他说：不要盲目崇拜权威，要敢于挑战传统，对那些别人说不可能做到的事，要勇于探索，如果真正热爱，就永不放弃。 ,
明朝嘉靖皇帝很勤政，天天指挥剿捕海盗，然而盗捕不尽“家家尽”。他的儿子隆庆皇帝是个白痴，什么也不干。他的手下胆大妄为，不再剿捕海盗，而是开关贸易，然后海盗也没了，老百姓满意了（做上生意了），政府也收到了巨多的关税。,
很多人目标远大，觉得只有当上CEO、迎娶白富美、走上人生巅峰，人生オ真的开始，现在的生活还不叫“人生”，只能算是在通往人生的路上。当我们这么想的时候我们就把现在贬低成了实现未来的工具。但现在却是我们唯一真正经历和拥有的。正如《禅与摩托车维修艺术》所说的，当你急着奔向未来的时候，说明你已经不喜欢现在了。,
每一个想改变世界也想改变人生的人，请先用传播的方法，处理好自己身边的关系，比如家庭、职场、朋友，等等。,
缺乏肯定和认同感的家庭，孩子容易沉迷网络游戏。在家庭中缺乏认同和肯定的孩子，可能会在游戏中寻找这种感觉。游戏通常有明确的目标和奖励系统，可以让孩子感受到成就感和满足感。家庭成员可以：关注孩子的努力和成就，及时给予肯定和鼓励，让孩子感受到被认可和重视；创造积极的家庭环境，通过积极的沟通和互动，营造温暖、支持的家庭氛围；帮助孩子发展兴趣爱好，鼓励孩子参与其他有意义的活动，如体育、音乐、艺术等，让他们找到更多的兴趣和成就感；建立合理的游戏时间限制，帮助孩子合理安排游戏时间，避免过度沉迷。,
写作最重要的技巧是多写。,
我们开始走进厕所拿出手机，此时厕所空气里的大量“屎分子”悄无声息地进入我们的鼻腔，便池内的大肠杆菌和沙氏门菌攀附在我们的手机上，紧接着这些都会进入到我们的呼吸道和消化道。,
不要抱怨抓到的牌不好，而是想着如何基于当前的牌发挥出最佳水平，把它作为提高自己能力的机会。如果寄望于下一次的牌更好，结果可能是下一次的牌更差。,
孩子从小到大会遇到很多选择，父母不要替孩子做选择，而是教他们如何选择。,
对自己说，我最大的缺点就是总是充满自信。,
胡适的英语老师、出版家王云五先生是这样自学英语写作的：找一篇英文的名家佳作，熟读几次以后，把它翻译成中文；一星期之后，再将中文反过来翻译成英文，翻译期间绝不查阅英语原文；翻译好后再与原文比对，找出自己翻译的错误、失误和不够精良之处。,
出版家王云五学外语的方法：反复阅读英文原著，然后将其翻译成中文。过了一段时间后，尝试将中文翻译回英文，并与原文进行对比，从而发现并改正自己的错误。https://s.zhihai.me/20,
也许他们会明白莫泊桑的一句话，生活可能不像你想象的那么好，但是也不会像你想象的那么糟，人的脆弱和坚强都超乎了自己的想象，有时候可能脆弱的一句话就泪流满面，有时候你发现自己咬着牙，已经走过了很长的路。,
在人的一生中最为辉煌的一天，并不是功成名就那一天，而是从悲叹和绝望中产生对人生挑战的欲望，并且勇敢迈向这种挑战的那一天。,
人生当中总是有你能力所不及的范围，但是如果在你能力所及的范围内，你尽到了己全部的努力，那你还有什么可以遗憾呢。,
每次机会，都当成是人生转运的救命稻草，全力以赴的去抓取，哪怕最后没有成功，也虽败犹荣。,
狮子没空管身边的苍蝇，它只专注在羚羊身上。不要为身边的琐事烂事浪费精力，你的余生又过去了一天，要抓紧时间为自己的梦想而努力。,
我宁愿30投0中，也不愿意9投0中。(篮球明星科比),
如今我努力奔跑，不过是为了追上那个曾经被寄予厚望的自己。,
别抱怨努力的苦，那是普通人去看世界的路。,
“永远年轻，永远热泪盈眶。” 当你试图放弃一件你知道是正确的事情的时候，希望自己能再看看这句话。,
虽然身处替补席，但一有上场机会，就要全力以赴。通往主力之路。,
我可以接受失败，但不可以接受放弃。（篮球明星乔丹）,
人生当中成功只是一时，失败却是主旋律，但是如何面对失败，却把人分成了不同的样子，有的人会被失败击倒，有的人会爬起来继续向前。,
罗翔说“工作的成就感就像沙滩上的脚印，海浪一来就冲刷殆尽。” 我理解并不是说不要认真工作，而是说，有时候，放弃在工作中寻找意义，换一种工作心态，你也许会发现，不但工作效率反而更高，人生也会不再那么焦虑。,
当你对孩子发脾气时，是否想过，未经他们的同意，你就将他们带到了这个充满苦难的世界上？因此，作为一种救赎，父母应当成为孩子的榜样，让他们看到，尽管人生艰难，依然可以心平气和地坦然面对，依然可以找到生活的意义，并快乐幸福地度过一生。,
“每次你帮忙，妈妈都觉得很开心，谢谢你。”,
对比这两个和孩子说的句子： 这么简单的事都做不好，你真笨！ →👉  简单的事要做好，也是需要一定技巧呢，下一次多留点心，你一定能完成得很好！ （失败的时候也要给予鼓励。如果只在孩子完全达到预期的时候，才对孩子给予支持，那么孩子就会觉得永远都得不到认同。）,
你做得真好！ → 👉 今天你的字写得横平竖直，而且都写到方格里去了，你写得真认真。（赞美要具体）,
孩子你是最棒的！ →👉 因为坚持训练了好多天，你写字的水平明显提高了，赢得比赛是你努力的结果。（夸孩子的重点放在美好品质上）,
孩子，你数学考试又得了满分，你真棒！ →👉 孩子，你的数学考试又得了满分，你是怎么做到的？（让孩子表达自己的感受，这样，孩子不仅能体会到家长对自己的关心，还能够认真思考、总结自己的得失。比让他倾听你的意见和说教更有助于调动孩子的积极性。）,
你是个好孩子！→👉 不用我们提醒，你就能把用过的物品归位，这就是自律的好行为呀！（家长鼓励孩子时，要将重点放在希望他继续保持的良好行为上，正面鼓励，孩子才能一步步朝对的方向走。）,
这次你演讲比赛第一名，我真替你高兴！ →👉 孩子，这次演讲比赛获得第一名，你肯定很开心！（家长要少强调自己，而应该多强调孩子的自身情感，这样能更容易调动孩子的学习热情和积极性。）,
你这次考了100分，你真棒！ →👉 一份努力一分收获，因为你的努力和勤奋，才考出这么优秀的成绩，孩子，你真棒！（把促成这种结果的行为做一个客观描述，让孩子知道良好的做事方式，就会成就一个优秀的结果。）,
你真厉害，老师为你自豪！ →👉 这段时间你的努力妈妈看在眼里，不用妈妈催促，你自己就知道学习了，有你这样懂事的孩子，妈妈真高兴！（父母发自内心的赞美会让孩子产生愉悦感，也会成为孩子前进的动力，并会用自己的行为做出反馈。）,
你计算能力很强，这一次一定能全对。→👉 只要你能像今天这样认真计算，你的数学一定成绩会越来越好！(事前夸会让孩子心理产生压力，而变得急于求成，因害怕做不好而适得其反。),
今天上午，你必须把作业写完，写不完不能吃饭！→👉今天作业比较多，你肯定有点累，没关系，休息一会儿接着写，我相信今天上午你一定能把作业写完。（用理解代替强迫）,
每次写作业都这么粗心、马虎，你为什么不好好审题呢？ →👉 由于没有审清题意，题做错了，再认真读一遍题目，相信这次你一定能做对！（不要翻旧账）,
妈妈提着这么重的袋子，你都不知道接我一下，真不孝顺！→👉 儿子，袋子太重了，妈妈提不动了，快来接接我！有个儿子（女儿）就是不一样！（用示弱代替抱怨）,
人家小明为什么分数那么高？你到底是怎么学的？ →👉 你这次阅读理解题比上次高了5分，妈妈相信下一次你的进步会更大！（少用纵向比较，多用横向比较）,
你这辈子就这样了，你真笨！ →👉 一分耕耘未必有一分收获，但九分耕耘一定会有一分收获。孩子，相信努力的你一定能一步步接近自己的梦想！（用相信代替羞辱）,
在孩子不在场时，赞扬孩子，但故意让孩子听到。例如，当孩子在房间时，你可以在厨房对配偶说:“儿子数学考试拿了第二名，老师跟我说儿子很棒。”（无意中听到大人的一个赞扬，会对孩子产生不同寻常的力量！）,
在表扬孩子的过程中，除了口头语言表扬以外，父母如果还能用孩子喜欢的肢体接触的方式，来表达对孩子好行为的肯定，那就更好了。比如，给孩子一个拥抱，拍拍孩子的背等等。有时候不用说什么，一个微笑就能让孩子知道你对他的赞许和鼓励。,
在孩子帮忙做家务时，可以赞扬他们的努力和毅力，比如： “你今天洗碗洗得很认真，妈妈看到你一直在努力，很棒！”,
当孩子做出了特别出色的家务表现时，可以用更深层次的肯定来激励他们，比如： “你把家里打扫得这么整洁，真是太棒了！你的付出让我们的家变得更温馨了！”,
当孩子做好了家务活动时，要及时给予具体的肯定，比如： “你今天把桌子擦得真干净，谢谢你的帮助！”,
如果孩子在做家务活动时出现错误，不要责备他们，而是鼓励他们改正并学习，比如： “这次把碗放错地方了，没关系，下次我们一起注意一下，学会正确的归位！”,
对于一项技能而言，每天找到自己的节奏，定时定量去训练，至关重要。就像篮球运动员一样，每天必须固定投篮N个，虽然无聊，但是却必不可少。写作同样如此，每天找个固定时间去写作，随便写什么，自己的想法也好，自己吃的饭也好，看的书或者影视剧也好，刚听完的一首歌也好，刚看的一个故事，刚发的一个脾气等等，总之没有限制，尽可能去写出自己的内心感受，让写这个动作变成肌肉记忆。,
写作之难，在于把网状的思考，用树状的结构，体现在线性展开的语句里。,
知识的诅咒（The Curse of Knowledge）：一个人越精通一件事，他会越忘记学习它有多难。一个人对于某个领域的知识了如指掌，他可能会习惯用一些行业术语来概括某些很复杂的概念。但问题是，一旦他在文章里采用了过多这样的术语而且不加解释，读者就会感觉到烧脑，然后迅速离开。传统的写作书都告诉你，要以读者为中心，要站在读者的角度去思考。可是，这样的原则难以付诸实践。认知语言学家史帝芬·平克在 The Sense of Style 这本书里也有专门谈及「知识的诅咒」，并且祭出了处方：少用或者不用专业术语。 https://s.zhihai.me/7 ,
史蒂芬·平克说：写作之难，在于把网状的思考，用树状结构，体现在线性展开的语句里。读书的过程其实正好相反，是把看到的线性文字，通过自己的思考去梳理成树状结构，进而关联到自己的大脑知识网状结构中。,
你一定有过这种经历：看了很多书，过一段时间后再去问你书中的内容，或许你真的什么都记不起来。而写作的作用，主要在于把你的思考和书中内容进行关联，在写的过程，你是边写边思考边回忆，很多你大脑中原有的内容，通过书写这个动作，就像钩子一样，把相关经历经验和知识都进行了一定程度的串联。,
每天保持一定的写作，是对写作这项技能最基本的尊重，千万不要总觉得没灵感就不写，要记住，你的写作是为了自己实际需要，而不是写惊天动地的小说。只有我们每天坚持输出写作，才能把这项技能训练成肌肉记忆。当一项技能练出肌肉记忆时，你就不会总是有抓耳挠腮的憋屈感，随便找一件事，一个关键词，一个想法就可以开始写作，这不是什么高深的灵感和天赋，是可以靠大量训练获得的技能。,
白天，人体内的各种 DNA 会因为阳光中的紫外线，香烟中的有害物质、X 射线、自我复制出错等原因而损伤。虽然在人类体内，修复蛋白时时刻刻都在努力工作着，不分昼夜。但一项动物研究发现，相较于白天，在夜间睡眠过程中，修复蛋白可以更好的修复 DNA。而且，睡眠时长也很重要。当你的睡眠时间小于 4 个小时时，体内的修复细胞几乎无法对 DNA 的损伤进行修复。当你的优质睡眠能达到 6 个小时，才可以较好地修复 DNA 的损伤。而整个 DNA 修复的过程需要 8～9 个小时才行。,
瑜伽球可以强迫你的核心肌群进行工作，提高热量消耗。可以考虑偶尔将瑜伽球当做凳子。,
曾经有科学家做过一组实验，把两组身体条件接近，但是完全没有篮球经验的人聚集起来。科学家让其中一组人每天进行半小时的冥想训练，想象自己在篮球场上打篮球，想象自己如何传球/突破/投篮；另一组人什么都不干，只是聚集起来每天呆坐半小时。一周之后，两组人进行篮球比赛，进行过篮球冥想训练的那组人的表现，要显著优于另一组。,
专长指的是无法通过培训获得的知识。 如果社会可以培训你，那么社会也可以培训他人来取代你。,
要想有所专长，就要追求真正的兴趣和热爱，而不是盲目追逐热点。,
要想获得财富，就必须充分利用杠杆效应。商业杠杆来自资本、劳动力和复制边际成本为零的产品（代码和媒体）。 代码和媒体是不需要许可就能使用的杠杆。这两个杠杆是新富阶层背后的杠杆。你可以创建软件和媒体，让它们在你睡觉时为你工作。如果不会写代码，那就出书、写博客、做视频、录播客。,
不是看抖音，是发抖音让别人看。提高写或说的能力，刻意练习。,
学会提高自己的抗风险能力，可花可不花的钱，就不花；可买可不买的物件，就不买。给自己设定警戒值，比如超过多少金额的花费，需要给一天冷静期，列出购买理由。反复问自己真的有需要吗？是纯消费还是有投资性质？,
如果是天天用的东西，可以买质量好的。如果一年才用一次，可以借别人的，或者租用，这样做最划算。,
没有人是天生就会某样技能的，你活这么大，如果没有一项可以傍身的技能，那我建议你尽快找到一个。,
学语言容易放弃是因为不容易有反馈，如果动机不够强烈，不要轻易学外语。,
财富是指在你睡觉时仍能为你赚钱的资产。,
不要跟愤世嫉俗和消极悲观的人合作。他们的预言会自我实现。,
累积专长的过程，对你而言就像玩耍，对他人来说则很吃力。,
只有独辟蹊径，才能避开竞争。从本质上看，竞争就是模仿，与他人竞争，是因为你跟别人在做一样的事情。但是，每个人都是独一无二的，不要模仿他人。,
靠出租自己的时间是永远无法致富的。,
保持乐观，积极向上，这种态度非常重要。从长远看，乐观主义者往往会取得更好的发展。,
具体地表扬，泛泛地批评。,
可以说，幸福与基因无关，甚至与选择无关，它是一种与个体密切相关、可以后天习得的技能，就像通过锻炼强健体魄、通过吃饭摄取营养一样。,
幸福就是满足现状。而成功源于对现状的不满，是对现状的改造。两者只能选一个。,
寄托在别人身上的期许，是我们痛苦的源泉。他人并不受自己控制，所以没有必要为无法控制的事情而痛苦。比如，小孩不听话，这个是大概率的事情，你会为此感到痛苦吗？,
自己感兴趣的工作，可能是不存在的。爱你所干，可能是更现实的选择。,
孩子如果有期望与渴望，那就尽量鼓励他去实现自己的期望。但不要把自己的期望加到他人（哪怕是自己的孩子）身上。你自己是否希望你的父母把期望强加给你？,
人生总是要失去的，不如大胆一点。,
部分人为了能缓解拉大便时的无聊感会一边玩手机一边拉大便，这样无形中延长大便的时间，对肛门带来一定的压迫。 拉大便时间控制在5分钟之内，一旦超过了此时间容易便秘，甚至患上痔疮。排便时要专心致志，不玩手机也不看书读报。一天中难得的闭眼沉思放空时刻，感受下？,
身体需要排便放空，大脑也需要放空。,
口语技能很大程度上属于“肌肉记忆”，需要大量的开口练习才能熟练掌握。如果只是一直做阅读和听力而不去主动开口说英语，那么“输入”再多可能也难以转化为一口流利的英语。素材积累也是一个问题。一些同学虽然读了不少文章，但没有对其中好的素材进行复习总结，也没有背诵好词好句的习惯，这导致能真正记住和应用的内容非常少。,
犹太女孩安妮的故事在以色列家喻户晓，是培养孩子的忍耐力的典范教材。“二战”中，犹太女孩安妮长时间躲在一间狭小拥挤的暗室内，那么久暗无天日，这个女孩是怎么坚持下来的？直到发现她的日记后才知，原来她在逆境中，写下给自己的励志记录：我觉得我一定可以坚持到底。,
找一篇英文报道，开始的时候找的比较简单的那种英文报社，比如BBC，Reuters等，对着英文文章，翻译成中文，然后再雕琢一下。3天后，在翻译成英文，对着原版的英文看看自己的不足，是语法，是表达，还是什么。相信我，你会发现另外一片天。 https://s.zhihai.me/8 ,
问问你自己吧：希望人们在5到10年后如何评价我？如果钱不是问题，我会做什么？80岁的我会不会不想在生活中错过什么？这些目标和优势可能会引发你对愿景的一些想法。,
梦想是做一款能把名字写进墓志铭的产品。,
如何总有旺盛精力？如何合理分配精力？几个有用的做法：一餐不要吃太饱，少吃多餐；如果感到焦虑，就把焦虑写下来；有氧运动。,
一家纽约公司希望，员工上班时不要玩手机。为此，公司规定，开会时一律把手机放到门外的架子（device shelf）上。另外，员工如果愿意放弃智能手机，改用翻盖手机，公司将承担所有费用。实行下来，翻盖手机对于防止手机上瘾，效果据说相当好。,
如果你给每件事情都设了限，无论是有形的还是无形的，它都会融进你的工作和生活。(李小龙),
你给自己设限（或让别人为你设限）你只能到达设限点的高度而已。要真正发挥你的潜能，你必须抛开条条框框的束缚限制，否则此生你将永远不会认为自己会发掘出自己的全部潜能。(李小龙),
活着不是为了满足别人的期望，就像别人也不是因为你的期望而活着一样。,
如果你花费太长时间去想一件事，那你永远不会完成它。,
不做就不会错，但也就不会有进步。,
提高外语口语的办法之一是用外语写日记，记录流水账就行。比如今天吃了什么，吃的菜是怎么做的。窗外有什么声音，等等。这是一个逼迫自己输出的方式。,
最低成本的幸福，是赞美别人。,
要获得幸福， 哪怕只是片刻的幸福，你可以赞美一位陌生人做过的一件事。,
不要以成为最好为目标，而要以成为唯一为目标。,
当你不爽的时候，把手机的网断掉，甚至别带手机，，出门散步，呼吸新鲜空气。10分钟之后，你就变得舒服了。,
到达目的地的途径有多种。但是，如果你沿途不断变换道路的话是永远不会到达终点的。,
世界上最大的谎言是你不行。,
我们都只不过是被世俗和标签埋没的人，我们之所以庸俗，是因为我们居然也相信了世俗和标签对我们的评价。,
列出自己的20个优点。,
想改变？任何时候都不算晚。,
如果你的孩子做错事了，可以惩罚他用一百种说法形容他自己的优点，并用英文字母顺序排列好。这样能够让孩子在接受惩罚的时候，唤起自己的潜能。,
泡夜店、纹身、买醉，这些事情看起来很酷，其实一点难度都没有，只有你想办到随时都可以。真正酷的，应该是那些不容易办到的，比如:读书、赚钱、健身、早睡早起、孝顺父母，用炙热的心爱人爱己，用你毕生的精力去战胜一个个专业领域。低级的欲望放纵即可获得，高级的欲望只有克制才能达成。,
一项大型人口研究显示，应将每日使用智能手机的时间限制在60分钟以内，以预防与技术产品有关的注意力缺陷问题。,
失败只是暂时的，放弃才是永远的。（黄仁勋）,
即使犯错、陷入羞愧之境，也要懂得寻求协助。,
如果你让别人快乐，你就会获得可持续幸福。,
很多词语能形容我，但韧性必须排在首位，我经历过很多艰难的时刻，可我最终都克服了。 你必须有韧性才能成就伟大。(黄仁勋),
你每天早上想到的第一件事通常是什么？,
你希望能够给后人留下些什么？,
你最近在看什么书？,
最近有什么让你受到启发的观点？,
无聊的时候你会干些什么？,
试着抄写一段话，用你能写出的最工整的字来写。,
由于语言等原因，袁征第一次申请美国签证便遭到了拒绝。此后两年，他接连申请了八次签证，终于在第九次尝试时获得了签证许可，于1997年才抵达美国。,
Zoom公司要求每个员工都必须读一本由Stephen M.R. Covey撰写的名为《The Speed of Trust》的书。创始人袁征认为，每天都会有很多问题出现，如果大家相互之间存在足够的信任，就可以更快地团结起来，专注于如何去解决这些问题。,
“他做每一件小事都像救命稻草一样紧紧抓住，等到有一天我一看，嚯，好家伙，他抱住的已经是可以让我仰望的参天大树了。”（电视剧《士兵突击》高城对许三多的评价）,
少就是多。你拥有一样东西（有形的/无形的）的时候，你也被那个东西占据了资源。比如占据了你房子的某个角落，或者占据你的大脑。,
你应该为自己感到骄傲，不需要条件！,
西班牙巴伦西亚大学的研究人员评估近47万名参与者、分析自2000年至2022年间发表的20多项关于阅读理解的研究得出。：长期阅读纸质书对理解能力的提高是电子阅读的数倍，也就是说阅读纸质文本比阅读电子材料更能提高理解力。,
相比纸质书阅读，经常进行电子阅读的幼儿学到的词汇较少。,
每天看10分钟纸质书，作为孩子的榜样，能帮助孩子培养阅读习惯。,
“我每天至少一次严肃地告诉丈夫他是如何的帅气迷人。每次这样做时，他都会深情凝视着我的双眼。”性爱和婚姻专家梅里萨·查普曼说，向伴侣表达你对他的赞赏，是增进关系最简单却神奇的方法。,
坚持说“晚安”能增进夫妻感情。,
酗酒会严重影响夫妻关系，也会增加离婚的风险。爱喝酒，喜欢参加各种派对，会增加外遇的几率，给婚姻带来极大风险。哈特博士建议，要想拥有稳定而紧密的夫妻关系，要学会控制酒量，理智面对情感。,
互相为伴侣挤上牙膏。这个甜蜜的小动作提醒着对方，你们是相互惦记和爱恋的。,
试着和伴侣说：你越来越美(帅)了，以至于我担心你的美貌(帅气)让你的智慧黯然失色。,
调查显示，与那些一前一后走路的夫妻相比，走路时牵手的夫妻幸福感更强。并排走能够增加身体上的接触，还会增加分享和交流的时光，让你们感觉是在浪漫地“白头偕老”。临床性学家查利·费勒建议夫妻每天牵手5分钟。,
在婚姻生活中，说“谢谢”同说“我爱你”一样至关重要。有研究发现，相互表达感激之情对提升婚姻关系大有裨益。,
父母是孩子的依靠，父母关系的好坏直接影响孩子的安全感，是孩子自信心产生的源泉。,
不要轻易否定自己，大部分时候你只是和别人想法不一样，并不是你错了。世间事物很复杂，并不能简单归结为对还是错。,
要像ChatGPT一样，说话时无比自信，哪怕是废话，也说得铿锵有力。,
真正的教育是，再富也要苦孩子。你见哪一个人才不经历人生坎坷？孩子需要有正常的磨砺，而不是只给他各种卓越的条件。,
对普通家庭、乃至贫困家庭而言来说，父母给孩子最好的教育，从来不是倾尽全力富养孩子，让他从小泡在蜜罐里；而是尽早让他知道家庭真实的情况，在磨砺中感受父母的不易，学会责任和担当。,
快递员父亲没给儿子买 iPhone 手机，16岁的儿子便让父亲在家门外罚站。还对着父亲破口大骂：我要是回家看不见手机，你给我当儿子听见没？ https://mp.weixin.qq.com/s/8lCyGlW202HYrm_P4NbxNQ ,
吸烟可促进动脉硬化的进展，增加心脏负荷，易引起心绞痛和心肌梗死的发生。,
从十几岁开始，胆固醇就开始在动脉内皮下沉积，形成脂肪条纹，但这并不是硬化斑块。到了20-30岁，有些人就已经有了动脉斑块硬化，就像在血管里埋下了“不定时”的炸弹。步入中年以后，40多岁后，心肌梗死、中风等心脑血管的发病率就会迅速增加。,
动脉硬化在出现症状前是有办法预防、延缓，甚至逆转的。最主要的办法就是针对动脉硬化的危险因素进行干预，比如戒烟限酒、控制血压、调节血脂、控制血糖、减轻体重，并适当运动。,
当你决定往前走时，哪怕夜黑风高，心里燃烧的火焰也会为你指路。,
白天的小憩，恢复效果最好的休息不是在沙发上或屏幕前。最好的休息是动起来：锻炼、投身兴趣爱好、散步。它们能更有效地为我们的精神和身体电池充上电，比起当一个沙发土豆，为我们带来更多的体力和恢复力。,
暴风雪夜，在驶向远方的列车包厢，风雪，和火车轨道声，声声入耳，只是略显孤独。聆听👉 https://www.bilibili.com/video/BV1Rj411q7Xj/ ,
有时候听听雷雨声会很放松。想象着春雷阵阵的午后，望着窗外的雨，就像自己躺在海绵上一样放松。点击聆听 👉 https://s.zhihai.me/7 ,
听听寺庙里敲木鱼的声音。👉  https://s.zhihai.me/6 ,
为什么上厕所或者散步时更可能有创造力？大脑处于紧张工作状态时，负责注意力、计划的大脑前额叶，一直在紧张工作（收集信息、记忆等等），此时灵感反而很难出现；相反，大脑处于休息状态时，前额叶开始失去对大脑的控制，人们不再关注视觉、听觉、嗅觉，反而能让大脑天马行空发挥想象力。,
上厕所时尽量不要带手机，享受放松时刻，让大脑休息，感受天马行空的乐趣。,
可以把健康想象成银行，每一次运动，每一步都是往健康银行存钱，这个银行存款丰富了，才能让我们做自己想做的事情。,
洗碗洗衣服时可以让大脑停止接收新信息，得以加工以前吸收的信息，偶尔会有创造性想法出现。所以，要把做家务看作是让大脑休息的机会。,
关于白天的小憩，一种观点认为，恢复效果最好的休息不是在沙发上或屏幕前。最好的休息是动起来：锻炼、投身兴趣爱好、散步。它们能更有效地为我们的精神和身体电池充上电，比起当一个沙发土豆，为我们带来更多的体力和恢复力。,
人表达的永远不是他所说的内容，而是渴望被理解的心情。,
说服他人不要诉诸理性，应求于利益。,
哪些技能，经较短时间的学习，就可以给人的生活带来巨大帮助？夸奖他人。,
种一棵树最好的时间是十年前，其次是现在。,
一样东西，什么时候最有用？你还没拥有的时候最有用。拥有之后，你会发现没那么有用。所以，避免乱买东西的办法是，等一等再看，患上购物拖延症。,
你不能把这个世界，让给你所鄙视的人。,
和任何人交往都要注意，如果做不到，要事先说，不要中途或者事后说。,
不要低估你的能力，不要高估你的毅力。,
你知道人类最大的武器是什么吗？是豁出去的决心。,
死亡不是终点，被遗忘才是。,
研究表明，高强度的运动最能缓解焦虑症状。,
生命是一次单程旅行，很多东西和衰老一样，注定无法逆转。与其过分神伤于过往忧虑未来，不如乐观地面对当下的每一分、每一秒，告诉自己：目前还不错！,
读书并不是唯一的出路，如果你很早就知道未来要做什么，不如早点去做。,
该如何找到自己的梦想？拿出两张纸，一张纸写“我会做什么、我不会做什么”，另一张纸写“我想做什么，我不想做什么”。经常这样思考，就能渐渐了解到自己的真实想法以及天赋。,
人只有一辈子，只能活一次，每个人都应该把自己的一生过得很精彩。生命的至乐不是享受美食，不是度假旅行，不是功成名就，而是奔赴在追逐梦想的路上。,
找到你最热爱最擅长的那件事并把它做到极致。,
“创作时，万籁俱寂，只听到笔碰到纸的唰唰声，那种快乐就像一个农夫秋天收割稻子，用镰刀把稻子割下来的愉悦声音。”(蔡志忠),
超过一年没有使用的东西，可以定期清理掉。如果真有需要，可以借用别人的，或者再花钱买回来。不要让没用的东西占领你宝贵的房子和大脑。,
